"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME106488",48600000,12800000,24600000,28500000,4.9e+07,5300000,18100000,4910000,3760000,29800000,13700000,4430000,9520000,9580000,3240000,77500000,13400000,99300000,21300000,17100000,10500000,65900000,5910000,8040000,13900000,20600000,11200000,14800000,16100000,3800000,28900000,16500000,25100000,18300000,10200000,12800000,22100000,18500000,5390000,1.8e+07,10200000,12600000,5320000,9770000,4980000
"ME106489",73200,18000,2430000,118000,133000,58200,168000,180000,1e+05,170000,380000,3470,4880,190000,104000,44700,74500,6960000,783000,19200,35100,421000,197000,105000,35200,114000,163000,101000,26900,22100,26200,110000,982000,482000,7420,204000,183000,1190000,41600,210000,193000,64200,10900,30600,601000
"ME106490",340000,199000,1260000,3440000,1360000,23300,316000,154000,29500,7180000,1580000,153000,64600,750000,8290,4510000,246000,9270000,1450000,1940000,55300,1120000,108000,83000,4680000,1030000,119000,88000,4150000,37700,90100,58000,29400000,244000,132000,258000,30300000,21200000,158000,455000,31900,22800000,2.1e+07,942000,281000
"ME106491",2990000,317000,2170000,3440000,2400000,50000,679000,2540000,495000,5e+07,23500000,199000,226000,1440000,197000,46700000,1120000,56800000,1780000,23500000,303000,1520000,2500000,105000,47300000,2350000,453000,425000,34900000,88000,2830000,23800,481000,1340000,2070000,834000,257000,1910000,823000,54300000,926000,1160000,2710000,850000,92700
"ME106492",184000,212000,364000,29600000,483000,492000,581000,937000,406000,746000,356000,338000,805000,741000,105000,103000,121000,703000,1550000,981000,894000,152000,95100,831000,240000,1140000,407000,349000,542000,172000,609000,468000,828000,1630000,828000,226000,911000,216000,212000,462000,451000,326000,1090000,2230000,89900
"ME106493",184000,212000,364000,871000,483000,492000,581000,937000,406000,746000,356000,338000,805000,741000,105000,103000,121000,703000,1550000,981000,894000,152000,95100,831000,240000,28500000,407000,349000,542000,172000,609000,468000,828000,1630000,828000,226000,911000,216000,212000,462000,451000,326000,1090000,2.4e+07,89900
"ME106461",180000,368000,64700,41400,1300000,2760,816,4820,40100,11500,97100,107000,15400,68500,325000,326000,546000,167000,451000,26400,61600,48800,11100,495000,50200,91800,139000,104000,408000,1450000,232000,29700,210000,1090000,24200,50000,176000,4560,475000,99400,17400,102000,116000,14900,2460000
"ME106494",584000,236000,2950000,3430000,179000,103000,788000,302000,45200,2920000,1160000,419000,2110000,5700000,47200,4140000,554000,2830000,2050000,102000,2e+05,5750000,340000,632000,2180000,7260000,146000,96400,4680000,30400,106000,289000,340000,695000,3330000,2100000,5540000,94400,31100,68900,931000,2870000,46700,205000,34100
"ME106495",111000,66500,872000,487000,165000,31900,3e+05,8240,49000,277000,370000,109000,115000,868000,16200,343000,421000,429000,850000,327000,91500,385000,42400,9980,44400,1290000,111000,66900,181000,45300,952000,312000,14800000,19500000,294000,648000,1580000,884000,522000,1160000,564000,1840000,336000,245000,219000
"ME106496",350000,24100,954000,2190,555000,830,15400,130000,287000,907000,21700000,23300,284000,1140000,18900000,18100000,1320,2210,1090000,4570,117000,59200,79800,198000,347000,4750000,19000,1100000,1430000,267000,106000,1400,9210000,141000,426000,NA,25900,69300,69600,727000,631000,509000,9040,718000,407000
"ME106497",699000,1e+06,4660000,5680000,1060000,452000,2330000,570000,639000,4250000,1160000,150000,395000,2250000,676000,379000,1300000,1480000,1520000,141000,333000,601000,645000,75800,2210000,41300000,218000,328000,1450000,874000,549000,1440000,912000,469000,801000,1220000,848000,939000,208000,1790000,1050000,2460000,96400,2150000,613000
"ME106498",45900,27600,2400000,259000,2030000,60500,140000,34400,56000,860000,108000,31000,1530000,915000,83500,87100,72500,2.1e+07,152000,102000,96700,425000,80600,17000,1440000,533000,91400,3e+05,93500,104000,3350000,1160000,21600,45800,44900,144000,74700,92700,58200,377000,832000,33700,37300,1200000,21100
"ME106499",333000,571000,434000,758000,55900,483000,803000,639000,113000,728000,678000,70300,35500,1110000,187000,98100,267000,972000,451000,220000,143000,533000,181000,427000,301000,9880000,210000,18400,21200,18700,99600,731000,148000,151000,93600,850000,1390000,1460000,33900,171000,487000,392000,27800,87000,31100
"ME106500",1860,769,3280,62900,12000,408,19800,1120,6020,987,31300,NA,741000,3000,626,5860,6880,7500,7060,14800,2930,11100,NA,3080,1210,4940,807,1680000,11100,648,6040,22500,51500,11100,35600,1800,38100,1030,6390,NA,5270,NA,1510000,NA,707
"ME106501",161000,23300,5000,179000,18900000,392000,309000,14100000,1010000,50700,63000,4840000,27500,949000,1280000,31800,3320000,111000,4480000,926000,578000,224000,39600000,246000,709000,30700000,197000,3e+05,222000,40400,194000,1430000,46600,161000,795000,13500000,93800,24800000,2410000,953000,569000,983000,8910,16500000,802000
"ME106502",88400,30700,25200,10100,3540000,581,1030,2370000,715,192000,68100,NA,1660,9800,752,181000,6040,2060000,17000,17000,3360000,14200000,1140000,311000,3660,280000,1140,15500,7550,17900,1360,3910,257000,979000,1540000,1660000,1830,1760000,11300,NA,34300,44100,3150,1230000,2830
"ME106503",64700,2130000,1930000,8660000,3890000,160000,1790000,174000,21500,344000,1470000,283000,1840000,79100,2490,1020000,34100,7510000,13600000,1510000,1010000,9350000,10200,1640000,344000,7660000,475000,406000,379000,189000,610000,2060000,7340000,704000,1050000,526000,604000,10600,920000,1020000,293000,67500,125000,2020000,59600
"ME106504",2950000,11200000,13300000,23600000,10900000,5040000,14100000,4820000,4860000,14200000,11100000,8770000,6730000,14200000,3330000,1.1e+07,14800000,14500000,18500000,10200000,11500000,12900000,5650000,7430000,13800000,24200000,10700000,7380000,8690000,4760000,6090000,10200000,18100000,13600000,11800000,6820000,17700000,3940000,5130000,15400000,6680000,11600000,8240000,1.3e+07,4380000
"ME106505",10700000,1.1e+07,1.18e+08,85600000,37900000,5790000,15300000,1060000,5260000,9920000,33400000,11300000,13400000,81500000,1570000,7.2e+07,15800000,3.2e+07,32200000,21100000,53200000,13600000,2220000,15400000,50400000,1.71e+08,16200000,6930000,13700000,2190000,15700000,18600000,1.24e+08,41100000,30200000,83600000,5.8e+07,3600000,6900000,26900000,19900000,34300000,14200000,24700000,2150000
"ME106506",27300000,26700000,39900000,7e+07,37200000,16800000,70200000,30400000,19600000,56400000,28500000,17800000,24100000,26600000,20100000,44700000,32400000,69500000,46200000,41900000,57900000,59500000,32100000,13800000,29800000,40500000,21400000,33500000,32500000,17100000,15400000,43200000,3.2e+07,1.17e+08,31300000,25400000,36500000,40300000,19200000,36900000,11500000,29900000,15100000,3.1e+07,2.5e+07
"ME106507",73000,17400,172000,109000,96300,71100,38100,32200,27400,205000,221000,122000,354000,1240000,399000,487000,30400,311000,355000,147000,877000,241000,79900,148000,177000,1540000,299000,163000,71700,222000,330000,348000,102000,254000,295000,273000,98300,59400,70700,106000,45300,486000,18900,1660000,485000
"ME106508",1370000,1e+06,4870000,11200000,1760000,1280000,3710000,1480000,603000,5260000,5360000,3410000,3110000,12300000,763000,19300000,6100000,4870000,8270000,2100000,2820000,4930000,870000,1740000,3370000,9220000,3180000,1190000,6630000,860000,4160000,4890000,7500000,8310000,2760000,3730000,14700000,2680000,1320000,7100000,4140000,8090000,1190000,2310000,860000
"ME106509",246000,905,54600,1380,116000,1650,10400,NA,773,912,1240,NA,NA,694000,514,7670,244000,8010,528000,3470,20200,205000,NA,1510,20100,79000,NA,2250,1920,NA,176000,1170,10100,34000,11400,2210000,23100,2900,646,26000,NA,191000,NA,17000,61900
"ME106510",4640000,725000,5900000,257000,21500000,92700,419000,285000,9660,9770000,683000,419000,584000,46900000,9570,2220000,411000,6080000,7020000,33300000,2170000,16700000,67400,951000,1330000,1600000,50900,156000,1570000,69500,1050000,185000,2990000,29500000,44600000,11600000,442000,4220000,12300000,1.3e+07,1430000,1610000,17900,1230000,7640000
"ME106511",6560000,725000,2250000,257000,12200000,92700,419000,285000,9660,16100000,683000,419000,584000,25300000,9570,2720000,411000,2120000,3150000,18600000,2980000,27900000,67400,951000,1330000,1600000,50900,156000,1570000,69500,1050000,185000,3930000,49800000,25400000,6430000,442000,2060000,6110000,5670000,1430000,1610000,17300,1230000,3970000
"ME106512",43200,NA,764,NA,NA,373,5810,726,312,7820,1130000,4280,2080,643000,574,1490000,514,34600,719,NA,36600,1530,NA,732,1990,1820000,5110,7280,6540000,15700,204000,730,24400,NA,NA,761,7520,NA,485,2980,1810000,12000,4160,358000,532
"ME106514",820000,7380,683000,541000,6190,1190000,174000,229000,47300,1390000,1360000,42000,14600000,10100000,85000,1550000,47800,3180000,271000,31600,36200,3740000,59900,1420000,6230000,717000,143000,61000,71100000,39200,744000,1220000,262000,439000,18100,67300,319000,451000,6630,254000,299000,89000,26100,473000,708000
"ME106515",1810,13000,19800,3970,3830,15100,13100,50300,17500,40600,41400,2490,5050,2520,34500,10400,3860,8580,3690,43700,6130,12100,51900,41500,4970,6350,13000,19500,53000,21200,29800,8790,10900000,10600,16000,583000,12500000,629000,34400,166000,9980,88100,252000,25800,26400
"ME106516",52500000,4.4e+07,79300000,1.18e+08,50500000,24700000,59900000,20800000,25600000,77900000,7.5e+07,40800000,3.8e+07,67700000,18500000,61200000,65500000,1.22e+08,93800000,5.5e+07,50800000,65200000,28100000,25400000,59100000,1.55e+08,60300000,33300000,68300000,22200000,37800000,1.39e+08,88200000,1.02e+08,58300000,41500000,97800000,33200000,37200000,75800000,44500000,82500000,36800000,1.64e+08,26200000
"ME106517",401000,41900,11200,238000,488000,3720,1580000,137000,84600,2670000,391000,734000,71600,9550000,49500,7670000,166000,14700000,19900,442000,98700,31700,174000,14500,4410000,398000,1610000,4360,395000,33600,32600,62500,343000,182000,326000,81900,171000,210000,58100,2.4e+07,144000,1580000,577000,563000,76300
"ME105910",20400000,23400000,27800000,48300000,33900000,14500000,44300000,14700000,5850000,83600000,50400000,21100000,29300000,20300000,4860000,81500000,4.4e+07,32200000,76400000,44600000,39900000,54200000,13100000,14100000,55400000,19500000,38400000,21200000,5.9e+07,17600000,8270000,37400000,26500000,27600000,4.6e+07,13300000,32700000,4770000,6020000,3.1e+07,16200000,30300000,19200000,1.4e+07,5330000
"ME105911",553000,339000,4550000,1240000,126000,114000,171000,120000,223000,3170000,948000,245000,1640000,1020000,65700,840000,270000,2720000,623000,324000,163000,1110000,243000,449000,974000,1490000,313000,339000,3940000,111000,35900000,4480000,1.64e+08,2.06e+08,2350000,64100000,1.22e+08,34900000,40300000,1.31e+08,69400000,1.08e+08,19100000,59800000,3.5e+07
"ME105912",5930000,5690000,94800000,1.4e+08,9350000,4780000,14600000,4370000,19200000,30900000,10400000,5230000,7990000,18200000,4230000,23600000,9830000,95200000,22700000,12600000,9250000,15300000,3070000,3630000,18400000,14800000,11300000,5580000,14100000,4050000,5780000,8290000,19700000,20500000,1.3e+07,8460000,23400000,3420000,4380000,20100000,8630000,20400000,5350000,1.2e+07,5160000
"ME105913",2770000,4350000,27800000,17500000,5800000,1950000,9390000,2610000,1920000,9870000,13800000,4520000,9910000,6.9e+07,2300000,35400000,11500000,32200000,15800000,4320000,8390000,9780000,2670000,2840000,20800000,75300000,4610000,3820000,1.1e+07,3760000,4330000,7270000,15100000,27600000,5500000,5220000,12800000,3590000,3120000,1.1e+07,7870000,9630000,4480000,4e+07,4250000
"ME105914",14700000,8160000,5490000,42400000,1.5e+07,1350000,2530000,5190000,5120000,5680000,1.6e+07,9510000,25500000,23300000,4400000,24100000,29800000,11300000,2.8e+07,2470000,10200000,4110000,5630000,9990000,1.9e+07,46600000,11700000,10400000,20500000,4520000,2690000,3.6e+07,7520000,28900000,1.7e+07,20800000,29600000,10900000,4990000,2840000,15300000,25500000,6480000,4030000,5960000
"ME105915",2440000,1440000,4.5e+07,8540000,4290000,1270000,12600000,673000,696000,30200000,4390000,2480000,3550000,5490000,533000,5340000,5680000,49300000,7120000,2390000,2920000,19200000,884000,1540000,3880000,1.4e+07,2370000,2480000,4110000,723000,1580000,6830000,32400000,5540000,3550000,5360000,7950000,1660000,1030000,28500000,3950000,5520000,2350000,21900000,1200000
"ME105916",780000,195000,9750000,7520000,194000,102000,535000,265000,188000,3190000,124000,299000,4870000,4080000,187000,747000,3880000,1980000,163000,15700000,84300,1420000,210000,616000,491000,6320000,95600,104000,386000,30400,13800000,6930000,472000,1060000,336000,356000,968000,1300000,34400,1450000,2730000,705000,81900,2710000,124000
"ME106518",10300000,425000,16400000,22500000,3190000,7430000,1.1e+07,5390000,605000,93300000,1.3e+07,1310000,21900000,23200000,9810000,25800000,18200000,33700000,23300000,18200000,7630000,31900000,6950000,13300000,17900000,37600000,6520000,9320000,44900000,10200000,11900000,24500000,16100000,18600000,27500000,29900000,3050000,9110000,5640000,17700000,14500000,20800000,715000,23400000,18400000
"ME106519",2030000,257000,917000,930000,13300000,247000,570000,94200,14300,6990000,803000,9990000,4410000,1050000,1730000,540000,1670000,5630000,3520000,451000,689000,1180000,195000,999000,1620000,4040000,293000,612000,6630000,2240000,643000,1480000,1850000,1230000,1140000,9450000,699000,134000,108000,224000,638000,2240000,43100,792000,1610000
"ME106520",592000,833000,1700000,4350000,468000,504000,1840000,632000,419000,4240000,1640000,1080000,1870000,3180000,433000,3750000,1640000,2820000,3500000,984000,913000,2540000,501000,1210000,2660000,7690000,1340000,491000,4970000,544000,1150000,2040000,3200000,2450000,1380000,753000,31700000,935000,682000,4090000,2190000,2860000,832000,1980000,353000
"ME106521",133000,340000,204000,30300,547000,6660,48500,347000,24000,1560000,247000,202000,123000,584000,415000,145000,761000,222000,46400,1150000,44800,54300,1400000,37700,142000,1760000,564000,287000,457000,697000,89300,266000,136000,24600,1010000,7540,86500,27400000,155000,2310000,184000,983000,152000,104000,684000
"ME106522",20200,9930,699000,7600,632000,3910,28200,59700,81400,673000,33600,62500,9460,774000,46500,8210,199000,430000,28800,603000,11900,22200,86900,208000,585000,10500000,111000,43400,186000,104000,12100,6870,18200,6380,757000,20800,22000,4630000,662000,128000,69600,262000,32300,383000,27100
"ME106523",734000,10600000,2140000,1810000,2530000,196000,735000,1110000,490000,15200000,1810000,1160000,653000,8140000,1710000,1980000,1060000,246000,580000,2040000,687000,1530000,4820000,1280000,7920000,31800000,1810000,793000,1110000,1150000,1070000,1430000,977000,5500000,1200000,697000,1710000,5060000,7200000,10900000,974000,7420000,111000,7120000,857000
"ME106524",442000,468000,1850000,79800,1610000,136000,403000,595000,255000,2050000,1200000,463000,503000,1860000,367000,364000,1820000,1870000,212000,8500000,280000,638000,1460000,205000,1750000,8340000,1080000,1020000,610000,589000,589000,196000,525000,636000,6980000,512000,1070000,17700000,840000,3390000,1430000,2100000,1010000,1080000,1140000
"ME106525",3460000,2060000,8620000,2120000,5890000,750000,2290000,212000,170000,5630000,6060000,8140000,2760000,2290000,1790000,2820000,3380000,4680000,3090000,1740000,1070000,6040000,498000,471000,8030000,7340000,1100000,1180000,7420000,1810000,1330000,3310000,3090000,2690000,1700000,7590000,971000,532000,330000,1530000,2750000,3180000,469000,9480000,3010000
"ME106526",3700000,2060000,13900000,2120000,7110000,750000,2290000,212000,170000,7470000,6900000,1.4e+07,2760000,2290000,1790000,3460000,3380000,8720000,3350000,1740000,1270000,2330000,498000,471000,12800000,2500000,1100000,1180000,17400000,1810000,1330000,8460000,5760000,2690000,1700000,1790000,971000,532000,330000,1530000,4020000,3180000,469000,4860000,3010000
"ME105907",33400000,17800000,60900000,35800000,129000,230000,58900000,18700000,19600000,1.33e+08,1.5e+07,8130000,17600000,598000,305000,219000,60200,50900000,29200000,57200,60400000,3.3e+07,87000,21200,160000,1240000,12500,1020000,3.5e+07,50600000,104000,27500000,3500000,366000,17800000,1.6e+08,64900000,63700000,14300000,321000,83000,520000,18700000,59500,281000
"ME105908",85300,258000,8380000,2710000,273000,146000,897000,3770,6400000,371000,696000,138000,1930000,2610000,3730,853000,11400,5230000,1210000,421000,2350000,2640000,2340,19100000,14700000,4830000,1510000,2940000,503000,8500,1510000,24400000,3280000,3100000,54200,8e+05,1520000,3840,4370000,573000,3050000,557000,1180000,4520000,9080
"ME105909",96000,167000,33900,187000,29100,92200,25700,69200,167000,210000,2560000,10300,163000,598000,305000,8950,8590,12600,76400,4470,88200,11500,122000,11100,8990,1240000,16000,1690000,37900,54800,471000,24400,8410000,18900000,19600,1690000,1120000,1110000,1510000,2540000,4250000,10700000,499000,19800000,1050000
"ME106527",2770000,1170000,38700000,46300000,6190000,7070000,20400000,535000,2180000,9350000,6620000,2120000,24800000,2.6e+07,956000,25500000,4150000,4670000,36800000,11900000,12800000,28500000,9e+05,14700000,1660000,39300000,10800000,8170000,9520000,1640000,15600000,2e+07,37100000,26600000,5260000,9120000,47900000,9890000,1420000,3010000,22500000,5260000,7660000,16700000,1670000
"ME106528",1410000,1100000,5750000,6030000,3280000,4780000,3240000,742000,486000,2380000,2040000,999000,3560000,9250000,253000,7680000,6740000,9570000,20400000,3100000,2230000,5240000,1720000,2980000,3480000,18600000,2270000,4610000,3270000,309000,2350000,28600000,19200000,3870000,7890000,20500000,8580000,1e+07,1030000,2520000,2750000,5100000,1980000,1530000,363000
"ME106529",1260000,1100000,5440000,25200000,3280000,2210000,3240000,742000,486000,1.5e+07,10600000,948000,3480000,2570000,253000,7240000,17300000,9210000,6620000,2350000,2070000,5240000,1720000,2050000,3190000,5750000,6360000,4320000,4970000,309000,7390000,12700000,6500000,13900000,7810000,9050000,8460000,4020000,1030000,2520000,8660000,16200000,1980000,2480000,363000
"ME106530",1580000,1.2e+07,36400000,4070000,13500000,42600,10900000,1140000,21800,1960000,1800000,42600,894000,342000,2640,25200000,367000,38300000,739000,1520000,555000,26600000,115000,124000,12400000,974000,159000,838000,26900000,1210000,74200,363000,1500000,981000,26700000,606000,35800000,224000,36600,12500000,151000,532000,1640000,1250000,387000
"ME106531",1410000,1100000,5750000,6190000,3280000,2250000,3240000,184000,248000,2320000,1070000,999000,5130000,2630000,135000,7680000,3920000,9570000,7600000,3100000,2230000,5240000,1720000,2980000,3480000,5850000,1380000,2930000,7020000,399000,1300000,2.1e+07,6940000,3130000,7890000,9240000,8580000,4020000,314000,2e+06,1820000,4110000,1980000,11400000,436000
"ME106532",22800000,21700000,20800000,21800000,21900000,21300000,2.3e+07,19500000,17700000,21800000,23300000,21300000,19800000,20700000,2e+07,21100000,22200000,22900000,22600000,19200000,20600000,2.1e+07,22700000,19400000,2.4e+07,20800000,21800000,22800000,20700000,19800000,1.9e+07,23100000,21100000,23700000,22200000,22600000,23100000,22200000,22100000,22800000,20300000,21700000,19400000,19500000,21500000
"ME106533",1950000,683000,2030000,1320000,1250000,363000,578000,271000,461000,2310000,418000,181000,1810000,882000,170000,4070000,1e+06,19500000,2270000,730000,561000,1600000,667000,829000,811000,29400000,585000,475000,1690000,425000,1780000,589000,1480000,2390000,422000,486000,987000,743000,484000,1910000,1390000,1440000,459000,959000,892000
"ME106534",1050,2310,2840000,6940,4600,3690,113000,NA,571,5150,1770,92100,190000,7740,8790,6510,2780,4540,24200,5950,1080,9620,NA,4700,310000,21200,169000,1470,4330,17700,312000,5400,1450,18200,2020,3120,3830,NA,981,1490,20700,2450,1700,1300,8860
"ME106535",2770000,404000,19200000,1850000,9650000,379000,3940000,88000,221000,2930000,1330000,349000,8400000,3520000,219000,1430000,468000,45400000,1380000,909000,781000,4910000,8640,1190000,4690000,5580000,351000,1220000,1240000,196000,1.8e+07,1720000,2520000,827000,758000,1800000,1680000,28800,1250000,2070000,3520000,286000,525000,3220000,283000
"ME106536",650000,1850000,2580000,5020000,716000,172000,2330000,259000,483000,1450000,3500000,423000,1950000,4330000,444000,5020000,1600000,2100000,3500000,1030000,370000,3520000,146000,1090000,1840000,11200000,1600000,1310000,2970000,844000,1530000,1330000,3670000,3260000,995000,1140000,5290000,63900,885000,4200000,2480000,605000,2130000,4730000,632000
"ME105917",421000,92900,766000,581000,347000,4450000,509000,806,NA,86900,133000,421000,131000,633000,36700,8820000,92700,162000,1630000,6370000,148000,6910000,7290,315000,96200,13800,5690000,413000,40900,12000,308000,468000,23500,152000,49500,47400,7250000,7800,61600,117000,8550,394000,7690000,210000,2140
"ME106539",136000,119000,241000,264000,67800,60600,234000,29600,83400,63400,72600,29000,7060000,96300,19200,65400,197000,171000,843000,387000,224000,927000,86700,1210000,40500,455000,36400,491000,1390000,47300,92500,1350000,127000,62400,103000,512000,333000,336000,5570,22600,151000,28400,13000,192000,97500
"ME105918",17600000,20800000,25400000,8930000,27300000,1.8e+07,2740000,15800000,5100000,15600000,29900000,2.7e+07,27400000,15300000,15900000,14500000,8960000,8640000,9910000,30400000,7970000,8190000,14600000,4640000,12100000,15200000,30100000,23900000,37500000,12400000,7830000,7670000,19600000,1.2e+07,10100000,12200000,11600000,16200000,4170000,4e+07,22600000,31700000,2.5e+07,41100000,19500000
"ME105919",1750000,1.03e+08,1.04e+08,38700000,2820000,1220000,18300000,9e+05,1100000,34300000,2550000,1860000,2410000,67100000,753000,32400000,29600000,51300000,30900000,3520000,23300000,26500000,1290000,1070000,31700000,3.8e+07,2890000,2520000,2810000,857000,23600000,25900000,42800000,29100000,26800000,32300000,28300000,1600000,1070000,3180000,2350000,3510000,1490000,2810000,1370000
"ME106540",232000,238000,303000,323000,613000,51500,74700,12600,99500,2090000,580000,8070000,580000,228000,549000,902000,167000,861000,306000,13200000,2e+05,481000,360000,311000,679000,140000,288000,92100,638000,62800,139000,103000,21100,1340000,368000,203000,894000,18800,33000,3020000,301000,60800,128000,104000,198000
"ME106541",123000,227000,814000,327000,133000,90200,238000,119000,122000,7440000,85200,118000,1370000,945000,785000,70200,289000,643000,29700000,253000,39400,1540000,113000,163000,3890000,1180000,167000,1.8e+07,202000,2010000,387000,160000,1740000,23600000,181000,11400000,103000,518000,87500,3250000,1340000,495000,13200000,52200000,3570000
"ME106542",913000,1500000,20300000,13900000,9460000,666000,8830000,1940000,4340000,2.09e+08,945000,1480000,24500000,28400000,25600000,6980000,9050000,1.8e+07,4240000,1790000,1230000,13800000,1430000,8870000,1740000,41100000,1930000,4720000,1020000,41900000,1280000,10200000,26700000,4840000,9650000,1320000,8790000,1880000,6280000,4240000,579000,9950000,2e+06,11600000,9.2e+07
"ME106543",128000,227000,814000,646000,423000,179000,195000,602000,208000,7440000,124000,152000,1480000,1350000,3150000,170000,410000,986000,7560000,283000,219000,1540000,324000,163000,14200000,2030000,283000,2890000,124000,3970000,387000,254000,1740000,701000,380000,1490000,103000,518000,87500,17900000,8620000,495000,1130000,1.3e+07,5120000
"ME106544",113000,510000,1560000,1920000,935000,201000,890000,156000,170000,1430000,683000,478000,1040000,1380000,132000,1200000,820000,1650000,1570000,893000,556000,988000,39400,452000,1170000,2040000,592000,651000,1190000,170000,210000,964000,1620000,1020000,991000,533000,28700000,190000,238000,1520000,297000,1530000,572000,633000,306000
"ME106545",221000,236000,219000,622000,631000,309000,108000,173000,501000,463000,298000,205000,270000,719000,224000,282000,202000,154000,264000,538000,108000,95900,60900,57900,449000,685000,146000,127000,147000,192000,289000,601000,291000,606000,88200000,203000,636000,349000,214000,431000,614000,253000,208000,320000,564000
"ME106546",253000,111000,1850000,295000,1760000,1e+05,295000,186000,203000,1200000,1700000,11500,1830000,132000,340000,18400,499000,930000,1390000,116000,156000,190000,8600000,145000,530000,660000,109000,744000,517000,466000,413000,515000,1200000,1380000,421000,1030000,351000,529000,364000,1240000,448000,770000,279000,1140000,865000
"ME106547",139000,452000,27100000,9690000,845000,281000,627000,127000,941000,558000,26600,688000,139000,623000,823000,927000,1800000,11700000,440000,498000,593000,743000,1580000,347000,1060000,99300,460000,183000,917000,466000,301000,790000,1440000,1550000,695000,466000,1490000,105000,873000,712000,470000,1190000,120000,460000,412000
"ME106548",4.3e+07,34700000,1.24e+08,1.23e+08,60800000,41500000,5.6e+07,30700000,19200000,2.66e+08,65100000,30500000,1.46e+08,66300000,25400000,1.12e+08,80600000,2.2e+08,1.07e+08,56300000,57400000,1.54e+08,48700000,93800000,93300000,88800000,38500000,7.4e+07,1.7e+08,28300000,59700000,1.73e+08,1.05e+08,1.06e+08,1.07e+08,1.32e+08,36900000,92500000,28800000,1.13e+08,64300000,9.8e+07,39500000,74700000,38800000
"ME106549",13500000,10900000,48300000,33700000,18200000,6510000,13600000,9160000,4600000,47900000,22100000,7840000,4.8e+07,16800000,5950000,34700000,14600000,6.1e+07,21200000,17800000,10600000,24800000,16600000,13200000,27100000,8140000,8950000,15700000,55700000,6600000,12700000,28500000,37300000,23800000,28300000,25500000,1.46e+08,15800000,5460000,43300000,15600000,19300000,1.1e+07,14400000,8640000
"ME106550",4640000,1.3e+07,22600000,24100000,15200000,4440000,18300000,2890000,4120000,12900000,17900000,23600000,1.9e+07,21600000,8610000,22900000,1.6e+07,22200000,22900000,8120000,8170000,13900000,6870000,11800000,6040000,53200000,13700000,5010000,12500000,9210000,8830000,15500000,21900000,19500000,12700000,13300000,27800000,8190000,7120000,14800000,12200000,3e+07,4380000,1.6e+07,3120000
"ME106551",11200000,7240000,8550000,11100000,5510000,2500000,13100000,2130000,2770000,27500000,7140000,13800000,10200000,14300000,4790000,7640000,9270000,6470000,8330000,2830000,5e+06,7890000,3290000,8180000,6040000,31800000,7770000,2330000,26800000,2970000,3880000,5820000,9250000,9500000,6110000,25400000,16300000,5120000,5750000,6400000,4810000,13400000,2480000,8990000,9890000
"ME106552",280000,1040000,748000,397000,152000,177000,226000,159000,68000,435000,349000,118000,348000,370000,323000,411000,251000,539000,113000,17600,65100,318000,114000,149000,22400000,1220000,1120000,127000,288000,379000,242000,1060000,1120000,498000,82900,481000,750000,175000,241000,673000,473000,575000,122000,573000,634000
"ME106553",14400,116000,171000,524000,130000,148000,355000,58200,13100,228000,341000,80500,1520000,1090000,21600,377000,280000,324000,583000,61600,156000,1800000,36800,362000,511000,1350000,204000,293000,872000,58100,54800,506000,272000,316000,5150000,369000,510000,117000,86700,375000,227000,317000,13800,267000,53500
"ME106554",26100000,30700000,98900000,1.15e+08,35600000,1e+07,46100000,23200000,24500000,95200000,2.3e+07,6750000,29700000,6.8e+07,13100000,22500000,4.5e+07,75600000,28700000,30100000,2.5e+07,71400000,30200000,22100000,62500000,1.74e+08,20900000,7710000,25600000,2.8e+07,25400000,3.9e+07,2.5e+07,66500000,41200000,37800000,52300000,40400000,1e+07,65900000,40500000,6e+07,13900000,58200000,3.5e+07
"ME106555",4530000,721000,1.2e+07,566000,7100000,30000,458000,1860000,3970000,1.2e+07,66700000,394000,3860000,15700000,4.3e+07,58600000,3470,31100,79400000,204000,1910000,1430000,1690000,2550000,4970000,60100000,450000,36400000,55600000,3420000,1480000,5890,59500000,2510000,5320000,223000,1560000,1110000,1170000,9900000,7860000,6740000,697000,8730000,5350000
"ME106556",1370000,36300,1040000,1030000,326000,81000,133000,22500,8970,275000,160000,48300,313000,681000,5680,962000,265000,8290000,2400000,1180000,264000,710000,9920,786000,313000,2e+05,11100,606000,2530000,218000,152000,1230000,206000,378000,1510000,1110000,165000,373000,50600,69200,87700,361000,14100,328000,64200
"ME106557",47200,18000,6710000,391000,95300,54900,64100,46100,12300,64300,84600,7400,986000,112000,111000,151000,99500,531000,846000,102000,75200,23300,6620,282000,191000,215000,9450,86300,463000,94000,79600,323000,157000,174000,61800,167000,17400,67300,17900,6010,18600,75100,12700,138000,264000
"ME106558",4950,139000,93100,27900,13300,101000,257000,63100,8760,451000,115000,58300,514000,76500,78100,34800,201000,412000,404000,74300,21400,389000,33200,248000,2440000,63800,207000,6700,1290000,20300,18000,535000,286000,135000,21400,154000,203000,24400,38500,239000,30300,27000,91200,6020,38300
